period	age	exposure	exposure level	outcome	int_type	int_level	HR	lci	uci	pval
1	0	kids_cat4	2	covid_tpp_prob	shield	1	1.41	1.30	1.53	
1	0	kids_cat4	3	covid_tpp_prob	male	0	1.67	1.58	1.75	0.19
1	0	kids_cat4	3	covid_tpp_prob	male	1	1.74	1.64	1.85	
1	0	kids_cat4	3	covid_tpp_prob	shield	0	1.69	1.61	1.77	0.69
1	0	kids_cat4	3	covid_tpp_prob	shield	1	1.72	1.58	1.87	
1	1	kids_cat4	0	covid_tpp_prob	male	0	1.00	   .	   .	   .
1	1	kids_cat4	0	covid_tpp_prob	male	1	1.00	   .	   .	
1	1	kids_cat4	0	covid_tpp_prob	shield	0	1.00	   .	   .	   .
1	1	kids_cat4	0	covid_tpp_prob	shield	1	1.00	   .	   .	
1	1	kids_cat4	1	covid_tpp_prob	male	0	1.61	1.20	2.15	0.95
1	1	kids_cat4	1	covid_tpp_prob	male	1	1.59	1.18	2.14	
1	1	kids_cat4	1	covid_tpp_prob	shield	0	1.62	1.22	2.16	0.85
1	1	kids_cat4	1	covid_tpp_prob	shield	1	1.56	1.10	2.21	
1	1	kids_cat4	2	covid_tpp_prob	male	0	1.19	0.80	1.78	0.26
1	1	kids_cat4	2	covid_tpp_prob	male	1	1.60	1.11	2.31	
1	1	kids_cat4	2	covid_tpp_prob	shield	0	1.26	0.86	1.85	0.44
1	1	kids_cat4	2	covid_tpp_prob	shield	1	1.56	1.04	2.35	
1	1	kids_cat4	3	covid_tpp_prob	male	0	2.10	1.44	3.06	0.26
1	1	kids_cat4	3	covid_tpp_prob	male	1	1.54	0.96	2.47	
1	1	kids_cat4	3	covid_tpp_prob	shield	0	1.82	1.24	2.67	0.88
1	1	kids_cat4	3	covid_tpp_prob	shield	1	1.91	1.16	3.13	
2	0	kids_cat4	0	covid_tpp_prob	male	0	1.00	   .	   .	   .
2	0	kids_cat4	0	covid_tpp_prob	male	1	1.00	   .	   .	
2	0	kids_cat4	0	covid_tpp_prob	shield	0	1.00	   .	   .	   .
2	0	kids_cat4	0	covid_tpp_prob	shield	1	1.00	   .	   .	
2	0	kids_cat4	1	covid_tpp_prob	male	0	1.02	0.99	1.04	0.13
2	0	kids_cat4	1	covid_tpp_prob	male	1	1.04	1.01	1.06	
2	0	kids_cat4	1	covid_tpp_prob	shield	0	1.03	1.01	1.05	0.01
2	0	kids_cat4	1	covid_tpp_prob	shield	1	0.98	0.94	1.01	
2	0	kids_cat4	2	covid_tpp_prob	male	0	1.40	1.36	1.44	0.00
2	0	kids_cat4	2	covid_tpp_prob	male	1	1.21	1.18	1.25	
2	0	kids_cat4	2	covid_tpp_prob	shield	0	1.31	1.28	1.34	0.81
2	0	kids_cat4	2	covid_tpp_prob	shield	1	1.30	1.25	1.36	
2	0	kids_cat4	3	covid_tpp_prob	male	0	1.40	1.36	1.44	0.00
2	0	kids_cat4	3	covid_tpp_prob	male	1	1.15	1.11	1.19	
2	0	kids_cat4	3	covid_tpp_prob	shield	0	1.28	1.25	1.32	0.48
2	0	kids_cat4	3	covid_tpp_prob	shield	1	1.26	1.20	1.32	
2	1	kids_cat4	0	covid_tpp_prob	male	0	1.00	   .	   .	   .
2	1	kids_cat4	0	covid_tpp_prob	male	1	1.00	   .	   .	
2	1	kids_cat4	0	covid_tpp_prob	shield	0	1.00	   .	   .	   .
2	1	kids_cat4	0	covid_tpp_prob	shield	1	1.00	   .	   .	
2	1	kids_cat4	1	covid_tpp_prob	male	0	1.60	1.26	2.02	0.07
2	1	kids_cat4	1	covid_tpp_prob	male	1	1.19	0.93	1.54	
2	1	kids_cat4	1	covid_tpp_prob	shield	0	1.18	0.93	1.50	0.02
2	1	kids_cat4	1	covid_tpp_prob	shield	1	1.75	1.34	2.27	
2	1	kids_cat4	2	covid_tpp_prob	male	0	1.43	1.06	1.92	0.50
2	1	kids_cat4	2	covid_tpp_prob	male	1	1.62	1.24	2.10	
2	1	kids_cat4	2	covid_tpp_prob	shield	0	1.46	1.12	1.91	0.57
2	1	kids_cat4	2	covid_tpp_prob	shield	1	1.64	1.19	2.27	
2	1	kids_cat4	3	covid_tpp_prob	male	0	1.67	1.18	2.37	0.59
2	1	kids_cat4	3	covid_tpp_prob	male	1	1.47	1.00	2.15	
2	1	kids_cat4	3	covid_tpp_prob	shield	0	1.41	1.00	1.99	0.26
2	1	kids_cat4	3	covid_tpp_prob	shield	1	1.88	1.26	2.79	

