period	age	exposure	exposure level	outcome	int_type	int_level	HR	lci	uci	pval
1	0	kids_cat4	2	covid_tpp_prob	shield	1	1.38	1.27	1.49	
1	0	kids_cat4	3	covid_tpp_prob	male	0	1.60	1.52	1.68	0.19
1	0	kids_cat4	3	covid_tpp_prob	male	1	1.67	1.58	1.77	
1	0	kids_cat4	3	covid_tpp_prob	shield	0	1.62	1.55	1.70	0.64
1	0	kids_cat4	3	covid_tpp_prob	shield	1	1.66	1.53	1.80	
1	1	kids_cat4	0	covid_tpp_prob	male	0	1.00	   .	   .	   .
1	1	kids_cat4	0	covid_tpp_prob	male	1	1.00	   .	   .	
1	1	kids_cat4	0	covid_tpp_prob	shield	0	1.00	   .	   .	   .
1	1	kids_cat4	0	covid_tpp_prob	shield	1	1.00	   .	   .	
1	1	kids_cat4	1	covid_tpp_prob	male	0	1.66	1.25	2.21	0.87
1	1	kids_cat4	1	covid_tpp_prob	male	1	1.61	1.20	2.16	
1	1	kids_cat4	1	covid_tpp_prob	shield	0	1.67	1.26	2.22	0.80
1	1	kids_cat4	1	covid_tpp_prob	shield	1	1.58	1.13	2.23	
1	1	kids_cat4	2	covid_tpp_prob	male	0	1.19	0.79	1.77	0.28
1	1	kids_cat4	2	covid_tpp_prob	male	1	1.58	1.09	2.27	
1	1	kids_cat4	2	covid_tpp_prob	shield	0	1.25	0.85	1.84	0.47
1	1	kids_cat4	2	covid_tpp_prob	shield	1	1.54	1.02	2.31	
1	1	kids_cat4	3	covid_tpp_prob	male	0	2.17	1.50	3.15	0.21
1	1	kids_cat4	3	covid_tpp_prob	male	1	1.53	0.95	2.46	
1	1	kids_cat4	3	covid_tpp_prob	shield	0	1.89	1.29	2.76	1.00
1	1	kids_cat4	3	covid_tpp_prob	shield	1	1.89	1.15	3.10	
2	0	kids_cat4	0	covid_tpp_prob	male	0	1.00	   .	   .	   .
2	0	kids_cat4	0	covid_tpp_prob	male	1	1.00	   .	   .	
2	0	kids_cat4	0	covid_tpp_prob	shield	0	1.00	   .	   .	   .
2	0	kids_cat4	0	covid_tpp_prob	shield	1	1.00	   .	   .	
2	0	kids_cat4	1	covid_tpp_prob	male	0	1.03	1.01	1.05	0.11
2	0	kids_cat4	1	covid_tpp_prob	male	1	1.05	1.03	1.07	
2	0	kids_cat4	1	covid_tpp_prob	shield	0	1.04	1.02	1.06	0.06
2	0	kids_cat4	1	covid_tpp_prob	shield	1	1.01	0.98	1.04	
2	0	kids_cat4	2	covid_tpp_prob	male	0	1.40	1.36	1.43	0.00
2	0	kids_cat4	2	covid_tpp_prob	male	1	1.21	1.19	1.25	
2	0	kids_cat4	2	covid_tpp_prob	shield	0	1.31	1.29	1.34	0.27
2	0	kids_cat4	2	covid_tpp_prob	shield	1	1.29	1.24	1.33	
2	0	kids_cat4	3	covid_tpp_prob	male	0	1.40	1.36	1.43	0.00
2	0	kids_cat4	3	covid_tpp_prob	male	1	1.17	1.14	1.21	
2	0	kids_cat4	3	covid_tpp_prob	shield	0	1.30	1.27	1.33	0.04
2	0	kids_cat4	3	covid_tpp_prob	shield	1	1.25	1.20	1.30	
2	1	kids_cat4	0	covid_tpp_prob	male	0	1.00	   .	   .	   .
2	1	kids_cat4	0	covid_tpp_prob	male	1	1.00	   .	   .	
2	1	kids_cat4	0	covid_tpp_prob	shield	0	1.00	   .	   .	   .
2	1	kids_cat4	0	covid_tpp_prob	shield	1	1.00	   .	   .	
2	1	kids_cat4	1	covid_tpp_prob	male	0	1.52	1.25	1.85	0.04
2	1	kids_cat4	1	covid_tpp_prob	male	1	1.16	0.95	1.43	
2	1	kids_cat4	1	covid_tpp_prob	shield	0	1.16	0.95	1.41	0.01
2	1	kids_cat4	1	covid_tpp_prob	shield	1	1.65	1.33	2.06	
2	1	kids_cat4	2	covid_tpp_prob	male	0	1.37	1.07	1.75	0.41
2	1	kids_cat4	2	covid_tpp_prob	male	1	1.56	1.26	1.94	
2	1	kids_cat4	2	covid_tpp_prob	shield	0	1.37	1.10	1.71	0.29
2	1	kids_cat4	2	covid_tpp_prob	shield	1	1.64	1.26	2.12	
2	1	kids_cat4	3	covid_tpp_prob	male	0	1.59	1.19	2.12	0.38
2	1	kids_cat4	3	covid_tpp_prob	male	1	1.32	0.95	1.83	
2	1	kids_cat4	3	covid_tpp_prob	shield	0	1.27	0.95	1.71	0.11
2	1	kids_cat4	3	covid_tpp_prob	shield	1	1.79	1.29	2.48	
3	0	kids_cat4	0	covid_tpp_prob	male	0	1.00	   .	   .	   .
3	0	kids_cat4	0	covid_tpp_prob	male	1	1.00	   .	   .	
3	0	kids_cat4	0	covid_tpp_prob	shield	0	1.00	   .	   .	   .
3	0	kids_cat4	0	covid_tpp_prob	shield	1	1.00	   .	   .	
3	0	kids_cat4	1	covid_tpp_prob	male	0	1.27	1.25	1.29	0.00
3	0	kids_cat4	1	covid_tpp_prob	male	1	1.19	1.16	1.21	
3	0	kids_cat4	1	covid_tpp_prob	shield	0	1.23	1.21	1.24	0.48
3	0	kids_cat4	1	covid_tpp_prob	shield	1	1.24	1.21	1.27	
3	0	kids_cat4	2	covid_tpp_prob	male	0	1.44	1.41	1.47	0.00
3	0	kids_cat4	2	covid_tpp_prob	male	1	1.29	1.26	1.32	
3	0	kids_cat4	2	covid_tpp_prob	shield	0	1.38	1.36	1.41	0.08
3	0	kids_cat4	2	covid_tpp_prob	shield	1	1.34	1.30	1.38	
3	0	kids_cat4	3	covid_tpp_prob	male	0	1.56	1.53	1.60	0.00
3	0	kids_cat4	3	covid_tpp_prob	male	1	1.38	1.34	1.41	
3	0	kids_cat4	3	covid_tpp_prob	shield	0	1.47	1.44	1.50	0.10
3	0	kids_cat4	3	covid_tpp_prob	shield	1	1.52	1.47	1.57	
3	1	kids_cat4	0	covid_tpp_prob	male	0	1.00	   .	   .	   .
3	1	kids_cat4	0	covid_tpp_prob	male	1	1.00	   .	   .	
3	1	kids_cat4	0	covid_tpp_prob	shield	0	1.00	   .	   .	   .
3	1	kids_cat4	0	covid_tpp_prob	shield	1	1.00	   .	   .	
3	1	kids_cat4	1	covid_tpp_prob	male	0	1.09	0.95	1.26	0.20
3	1	kids_cat4	1	covid_tpp_prob	male	1	1.22	1.07	1.40	
3	1	kids_cat4	1	covid_tpp_prob	shield	0	1.07	0.93	1.22	0.03
3	1	kids_cat4	1	covid_tpp_prob	shield	1	1.32	1.12	1.54	
3	1	kids_cat4	2	covid_tpp_prob	male	0	1.31	1.12	1.54	0.17
3	1	kids_cat4	2	covid_tpp_prob	male	1	1.50	1.30	1.74	
3	1	kids_cat4	2	covid_tpp_prob	shield	0	1.42	1.23	1.64	0.87
3	1	kids_cat4	2	covid_tpp_prob	shield	1	1.39	1.16	1.67	
3	1	kids_cat4	3	covid_tpp_prob	male	0	1.27	1.03	1.56	0.86
3	1	kids_cat4	3	covid_tpp_prob	male	1	1.24	0.99	1.55	
3	1	kids_cat4	3	covid_tpp_prob	shield	0	1.09	0.88	1.35	0.02
3	1	kids_cat4	3	covid_tpp_prob	shield	1	1.57	1.25	1.98	
4	0	kids_cat4	0	covid_tpp_prob	male	0	1.00	   .	   .	   .
4	0	kids_cat4	0	covid_tpp_prob	male	1	1.00	   .	   .	
4	0	kids_cat4	0	covid_tpp_prob	shield	0	1.00	   .	   .	   .
4	0	kids_cat4	0	covid_tpp_prob	shield	1	1.00	   .	   .	
4	0	kids_cat4	1	covid_tpp_prob	male	0	1.99	1.95	2.03	0.00
4	0	kids_cat4	1	covid_tpp_prob	male	1	1.81	1.77	1.85	
4	0	kids_cat4	1	covid_tpp_prob	shield	0	1.90	1.87	1.94	0.56
4	0	kids_cat4	1	covid_tpp_prob	shield	1	1.92	1.86	1.98	
4	0	kids_cat4	2	covid_tpp_prob	male	0	2.01	1.96	2.06	0.00
4	0	kids_cat4	2	covid_tpp_prob	male	1	1.87	1.81	1.92	
4	0	kids_cat4	2	covid_tpp_prob	shield	0	1.96	1.92	2.01	0.19
4	0	kids_cat4	2	covid_tpp_prob	shield	1	1.91	1.84	1.98	
4	0	kids_cat4	3	covid_tpp_prob	male	0	2.98	2.92	3.06	0.00
4	0	kids_cat4	3	covid_tpp_prob	male	1	2.58	2.51	2.66	
4	0	kids_cat4	3	covid_tpp_prob	shield	0	2.80	2.74	2.87	0.45
4	0	kids_cat4	3	covid_tpp_prob	shield	1	2.85	2.74	2.95	
4	1	kids_cat4	0	covid_tpp_prob	male	0	1.00	   .	   .	   .
4	1	kids_cat4	0	covid_tpp_prob	male	1	1.00	   .	   .	
4	1	kids_cat4	0	covid_tpp_prob	shield	0	1.00	   .	   .	   .
4	1	kids_cat4	0	covid_tpp_prob	shield	1	1.00	   .	   .	
4	1	kids_cat4	1	covid_tpp_prob	male	0	1.44	1.24	1.67	0.48
4	1	kids_cat4	1	covid_tpp_prob	male	1	1.54	1.32	1.78	
4	1	kids_cat4	1	covid_tpp_prob	shield	0	1.41	1.22	1.62	0.16
4	1	kids_cat4	1	covid_tpp_prob	shield	1	1.63	1.37	1.95	
4	1	kids_cat4	2	covid_tpp_prob	male	0	1.43	1.19	1.71	0.10
4	1	kids_cat4	2	covid_tpp_prob	male	1	1.72	1.46	2.02	
4	1	kids_cat4	2	covid_tpp_prob	shield	0	1.55	1.32	1.83	0.76
4	1	kids_cat4	2	covid_tpp_prob	shield	1	1.61	1.32	1.97	
4	1	kids_cat4	3	covid_tpp_prob	male	0	1.66	1.33	2.07	0.72
4	1	kids_cat4	3	covid_tpp_prob	male	1	1.57	1.23	2.01	
4	1	kids_cat4	3	covid_tpp_prob	shield	0	1.53	1.23	1.91	0.39
4	1	kids_cat4	3	covid_tpp_prob	shield	1	1.78	1.34	2.37	

