period	age	exposure	exposure level	outcome	int_type	int_level	HR	lci	uci	pval
3	0	kids_cat4	2	covid_death	male	0	1.27	0.74	2.17	0.05
3	0	kids_cat4	2	covid_death	male	1	0.58	0.32	1.05	
3	0	kids_cat4	2	covid_death	shield	0	0.45	0.23	0.90	0.01
3	0	kids_cat4	2	covid_death	shield	1	1.34	0.81	2.19	
3	0	kids_cat4	3	covid_death	male	0	0.60	0.24	1.51	0.71
3	0	kids_cat4	3	covid_death	male	1	0.74	0.38	1.44	
3	0	kids_cat4	3	covid_death	shield	0	0.54	0.26	1.16	0.34
3	0	kids_cat4	3	covid_death	shield	1	0.90	0.42	1.97	
3	1	kids_cat4	0	covid_death	male	0	1.00	   .	   .	   .
3	1	kids_cat4	0	covid_death	male	1	1.00	   .	   .	
3	1	kids_cat4	0	covid_death	shield	0	1.00	   .	   .	   .
3	1	kids_cat4	0	covid_death	shield	1	1.00	   .	   .	
3	1	kids_cat4	1	covid_death	male	0	1.89	1.04	3.41	0.56
3	1	kids_cat4	1	covid_death	male	1	1.52	0.92	2.49	
3	1	kids_cat4	1	covid_death	shield	0	2.13	1.31	3.46	0.13
3	1	kids_cat4	1	covid_death	shield	1	1.20	0.66	2.21	
3	1	kids_cat4	2	covid_death	male	0	1.98	1.04	3.78	0.75
3	1	kids_cat4	2	covid_death	male	1	1.73	1.02	2.96	
3	1	kids_cat4	2	covid_death	shield	0	2.26	1.29	3.95	0.29
3	1	kids_cat4	2	covid_death	shield	1	1.47	0.80	2.71	
3	1	kids_cat4	3	covid_death	male	0	2.93	1.47	5.83	0.26
3	1	kids_cat4	3	covid_death	male	1	1.70	0.84	3.42	
3	1	kids_cat4	3	covid_death	shield	0	2.30	1.16	4.56	0.80
3	1	kids_cat4	3	covid_death	shield	1	2.03	1.00	4.12	
4	0	kids_cat4	0	covid_death	male	0	1.00	   .	   .	   .
4	0	kids_cat4	0	covid_death	male	1	1.00	   .	   .	
4	0	kids_cat4	0	covid_death	shield	0	1.00	   .	   .	   .
4	0	kids_cat4	0	covid_death	shield	1	1.00	   .	   .	
4	0	kids_cat4	1	covid_death	male	0	1.16	0.44	3.04	1.00
4	0	kids_cat4	1	covid_death	male	1	1.15	0.38	3.47	
4	0	kids_cat4	1	covid_death	shield	0	1.02	0.40	2.63	0.58
4	0	kids_cat4	1	covid_death	shield	1	1.55	0.51	4.73	
4	0	kids_cat4	2	covid_death	male	0	0.00	0.00	0.00	   .
4	0	kids_cat4	2	covid_death	male	1	3.01	1.33	6.80	
4	0	kids_cat4	2	covid_death	shield	0	2.24	0.98	5.12	   .
4	0	kids_cat4	2	covid_death	shield	1	0.00	0.00	0.00	
4	0	kids_cat4	3	covid_death	male	0	1.26	0.34	4.64	0.38
4	0	kids_cat4	3	covid_death	male	1	2.55	0.94	6.89	
4	0	kids_cat4	3	covid_death	shield	0	1.79	0.67	4.78	0.77
4	0	kids_cat4	3	covid_death	shield	1	2.25	0.63	8.05	
4	1	kids_cat4	0	covid_death	male	0	1.00	   .	   .	   .
4	1	kids_cat4	0	covid_death	male	1	1.00	   .	   .	
4	1	kids_cat4	0	covid_death	shield	0	1.00	   .	   .	   .
4	1	kids_cat4	0	covid_death	shield	1	1.00	   .	   .	
4	1	kids_cat4	1	covid_death	male	0	4.51	1.69	12.02	0.28
4	1	kids_cat4	1	covid_death	male	1	2.15	0.76	6.05	
4	1	kids_cat4	1	covid_death	shield	0	3.73	1.41	9.88	0.54
4	1	kids_cat4	1	covid_death	shield	1	2.47	0.87	7.00	
4	1	kids_cat4	2	covid_death	male	0	0.00	0.00	0.00	   .
4	1	kids_cat4	2	covid_death	male	1	2.85	1.02	7.94	
4	1	kids_cat4	2	covid_death	shield	0	1.99	0.48	8.31	0.77
4	1	kids_cat4	2	covid_death	shield	1	1.47	0.36	6.05	
4	1	kids_cat4	3	covid_death	male	0	4.06	1.05	15.74	0.95
4	1	kids_cat4	3	covid_death	male	1	4.26	1.40	12.92	
4	1	kids_cat4	3	covid_death	shield	0	0.00	0.00	0.00	   .
4	1	kids_cat4	3	covid_death	shield	1	7.67	2.81	20.90	

